country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,oil_prod,uranium,reactor
Wielkopl,taikuh,http://blocgame.com/alliancestats.php?allianceid=1568,259k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,14 factories,Elite,last online 2 hours ago,rankings.php?subregion=pac,Brotherhood of Zion,120 Hundred Tons per month,$15326 million,alliancestats.php?allianceid=1568,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,95645 km 2,http://blocgame.com/stats.php?id=42376,,,7 Tons,
venua,bilbo swaggins,http://blocgame.com/alliancestats.php?allianceid=1393,113k active personnel,12 ships,Almost Modern,Gandhi-like,5 factories,Elite,online now,rankings.php?subregion=gra,BAMF,21 Hundred Tons per month,$15307 million,alliancestats.php?allianceid=1393,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,16377 km 2,http://blocgame.com/stats.php?id=54363,7 Mbbl,12 Mbbl per month,,
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,139k active personnel,15 ships,Persian Gulf War surplus,Gandhi-like,5 factories,Elite,last online 8 hours ago,rankings.php?subregion=ind,Wreckage brothers,25 Hundred Tons per month,$15268 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,17783 km 2,http://blocgame.com/stats.php?id=45936,,10 Mbbl per month,,
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1599,289k active personnel,45 ships,Advanced,Gandhi-like,9 factories,Good,last online 2 hours ago,rankings.php?subregion=chi,Wreckage brothers,24 Hundred Tons per month,$15102 million,alliancestats.php?allianceid=1599,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,31809 km 2,http://blocgame.com/stats.php?id=39065,,,1 Tons,
Sir Vivors,Sir Vivors,,352k active personnel,34 ships,Almost Modern,Normal,20 factories,Good,last online 2 hours ago,rankings.php?subregion=sub,,103 Hundred Tons per month,$15041 million,,The Subcontinent,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,103448 km 2,http://blocgame.com/stats.php?id=53609,,14 Mbbl per month,,
����������,Mambuta,http://blocgame.com/alliancestats.php?allianceid=1393,191k active personnel,20 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Elite,last online 18 hours ago,rankings.php?subregion=saf,BAMF,21 Hundred Tons per month,$14727 million,alliancestats.php?allianceid=1393,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,22688 km 2,http://blocgame.com/stats.php?id=55460,251 Mbbl,4 Mbbl per month,,
Deklain,Otis,http://blocgame.com/alliancestats.php?allianceid=1595,198k active personnel,27 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,The High Council,36 Hundred Tons per month,$14668 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,39415 km 2,http://blocgame.com/stats.php?id=57066,,,,20%
Ceti Alpha V,J. Dax,http://blocgame.com/alliancestats.php?allianceid=1595,247k active personnel,61 ships,Advanced,Gandhi-like,12 factories,Elite,last online 28 hours ago,rankings.php?subregion=car,The High Council,69 Hundred Tons per month,$14644 million,alliancestats.php?allianceid=1595,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,51257 km 2,http://blocgame.com/stats.php?id=51185,,1 Mbbl per month,,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,406k active personnel,71 ships,Advanced,Gandhi-like,16 factories,Elite,online now,rankings.php?subregion=ara,Wreckage brothers,19 Hundred Tons per month,$14258 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,41534 km 2,http://blocgame.com/stats.php?id=52844,,59 Mbbl per month,1 Tons,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,240k active personnel,51 ships,Persian Gulf War surplus,Isolated,8 factories,Elite,last online 1 hours ago,rankings.php?subregion=con,Brotherhood of Zion,57 Hundred Tons per month,$14254 million,alliancestats.php?allianceid=1568,Southern Cone,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=con,37749 km 2,http://blocgame.com/stats.php?id=52275,,4 Mbbl per month,,
Utopiastan,SilmAlpha,http://blocgame.com/alliancestats.php?allianceid=1393,316k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Poor,online now,rankings.php?subregion=gui,BAMF,81 Hundred Tons per month,$14199 million,alliancestats.php?allianceid=1393,Guinea,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gui,69099 km 2,http://blocgame.com/stats.php?id=56876,,7 Mbbl per month,,
Pathos,Hope,http://blocgame.com/alliancestats.php?allianceid=1382,78k active personnel,14 ships,Almost Modern,Gandhi-like,4 factories,Elite,last online 1 hours ago,rankings.php?subregion=atl,Non-Aligned Movement,8 Hundred Tons per month,$14050 million,alliancestats.php?allianceid=1382,Atlas,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,12264 km 2,http://blocgame.com/stats.php?id=56155,7977 Mbbl,11 Mbbl per month,,
Bih,Fidel Baneo,http://blocgame.com/alliancestats.php?allianceid=1599,372k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,15 factories,Poor,last online 77 hours ago,rankings.php?subregion=mex,Wreckage brothers,75 Hundred Tons per month,$14031 million,alliancestats.php?allianceid=1599,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,102949 km 2,http://blocgame.com/stats.php?id=53791,,10 Mbbl per month,1 Tons,
New Caucasus,Cotton Luther,http://blocgame.com/alliancestats.php?allianceid=1568,358k active personnel,30 ships,Advanced,Gandhi-like,12 factories,Elite,last online 12 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,79 Hundred Tons per month,$13895 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,66543 km 2,http://blocgame.com/stats.php?id=4392,,11 Mbbl per month,,
Duterte,Rodrigo Duterte,http://blocgame.com/alliancestats.php?allianceid=1393,258k active personnel,38 ships,Almost Modern,Gandhi-like,10 factories,Good,last online 12 hours ago,rankings.php?subregion=sea,BAMF,74 Hundred Tons per month,$13843 million,alliancestats.php?allianceid=1393,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,53902 km 2,http://blocgame.com/stats.php?id=57937,,15 Mbbl per month,,
Sarpeda,Sarpedon,http://blocgame.com/alliancestats.php?allianceid=1580,236k active personnel,3 ships,Persian Gulf War surplus,Normal,14 factories,Elite,last online 5 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,28 Hundred Tons per month,$13785 million,alliancestats.php?allianceid=1580,Mesopotamia,,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,63500 km 2,http://blocgame.com/stats.php?id=56585,2297 Mbbl,27 Mbbl per month,,
Treehuggers,Treehugger,http://blocgame.com/alliancestats.php?allianceid=1568,311k active personnel,52 ships,Persian Gulf War surplus,Gandhi-like,15 factories,Good,last online 8 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,0 Hundred Tons per month,$13758 million,alliancestats.php?allianceid=1568,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,56015 km 2,http://blocgame.com/stats.php?id=42299,923 Mbbl,66 Mbbl per month,,
Laurence,Frezzerbloom,http://blocgame.com/alliancestats.php?allianceid=1599,238k active personnel,22 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Good,last online 3 hours ago,rankings.php?subregion=ara,Wreckage brothers,22 Hundred Tons per month,$13623 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,33283 km 2,http://blocgame.com/stats.php?id=49637,,27 Mbbl per month,,
PolandThePower,PolandThePower44,http://blocgame.com/alliancestats.php?allianceid=1393,258k active personnel,37 ships,Almost Modern,Gandhi-like,9 factories,Standard,last online 34 hours ago,rankings.php?subregion=mes,BAMF,28 Hundred Tons per month,$13221 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,30596 km 2,http://blocgame.com/stats.php?id=58217,,35 Mbbl per month,,
Potatopia,DoomPotato,http://blocgame.com/alliancestats.php?allianceid=1568,79k active personnel,15 ships,Vietnam War surplus,Gandhi-like,7 factories,Elite,last online 5 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,33 Hundred Tons per month,$13171 million,alliancestats.php?allianceid=1568,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,40199 km 2,http://blocgame.com/stats.php?id=54037,15432 Mbbl,55 Mbbl per month,,
reptil,maniacgxz,http://blocgame.com/alliancestats.php?allianceid=1393,343k active personnel,52 ships,Persian Gulf War surplus,Gandhi-like,14 factories,Good,online now,rankings.php?subregion=ara,BAMF,23 Hundred Tons per month,$13118 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,48684 km 2,http://blocgame.com/stats.php?id=53598,,60 Mbbl per month,,
Bourbon Island,Gypsy Danger,http://blocgame.com/alliancestats.php?allianceid=1568,251k active personnel,9 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Elite,last online 31 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,0 Hundred Tons per month,$13088 million,alliancestats.php?allianceid=1568,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,34351 km 2,http://blocgame.com/stats.php?id=41247,4000 Mbbl,73 Mbbl per month,,
Good Jobs,Mongoloid Manager,http://blocgame.com/alliancestats.php?allianceid=1568,279k active personnel,12 ships,Persian Gulf War surplus,Gandhi-like,12 factories,Elite,last online 1 hours ago,rankings.php?subregion=sea,Brotherhood of Zion,70 Hundred Tons per month,$13039 million,alliancestats.php?allianceid=1568,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,50599 km 2,http://blocgame.com/stats.php?id=57865,,5 Mbbl per month,,
NMZ,Hally,http://blocgame.com/alliancestats.php?allianceid=1568,158k active personnel,0 ships,Advanced,Gandhi-like,10 factories,Poor,last online 131 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,31 Hundred Tons per month,$12979 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,75428 km 2,http://blocgame.com/stats.php?id=51877,,10 Mbbl per month,,
Habibastan,Ahmed Habib,http://blocgame.com/alliancestats.php?allianceid=1393,207k active personnel,51 ships,Advanced,Normal,16 factories,Elite,last online 1 hours ago,rankings.php?subregion=egy,BAMF,50 Hundred Tons per month,$12922 million,alliancestats.php?allianceid=1393,Egypt,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,95037 km 2,http://blocgame.com/stats.php?id=5936,,83 Mbbl per month,,
LottaLoyaTee,"Smee, Son of Sheev",http://blocgame.com/alliancestats.php?allianceid=1599,403k active personnel,24 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,online now,rankings.php?subregion=waf,Wreckage brothers,111 Hundred Tons per month,$12778 million,alliancestats.php?allianceid=1599,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,60968 km 2,http://blocgame.com/stats.php?id=54693,1017 Mbbl,5 Mbbl per month,2 Tons,
Nova Ikaki,Bisimbi,http://blocgame.com/alliancestats.php?allianceid=1599,395k active personnel,53 ships,Advanced,Gandhi-like,13 factories,Elite,last online 1 hours ago,rankings.php?subregion=ara,Wreckage brothers,48 Hundred Tons per month,$12699 million,alliancestats.php?allianceid=1599,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,77063 km 2,http://blocgame.com/stats.php?id=55911,,86 Mbbl per month,,
Arborea,Arbus,http://blocgame.com/alliancestats.php?allianceid=1580,151k active personnel,1 ships,Almost Modern,Gandhi-like,8 factories,Good,last online 2 hours ago,rankings.php?subregion=waf,Brotherhood of Nod,20 Hundred Tons per month,$12469 million,alliancestats.php?allianceid=1580,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,22999 km 2,http://blocgame.com/stats.php?id=57767,,,1 Tons,
Eisen,Balthazaar,http://blocgame.com/alliancestats.php?allianceid=1599,276k active personnel,60 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Elite,last online 62 hours ago,rankings.php?subregion=chi,Wreckage brothers,49 Hundred Tons per month,$12299 million,alliancestats.php?allianceid=1599,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,83662 km 2,http://blocgame.com/stats.php?id=53566,204 Mbbl,20 Mbbl per month,,
Graceland,Elvis,http://blocgame.com/alliancestats.php?allianceid=1393,137k active personnel,12 ships,Almost Modern,Gandhi-like,9 factories,Elite,last online 180 hours ago,rankings.php?subregion=eaf,BAMF,27 Hundred Tons per month,$12053 million,alliancestats.php?allianceid=1393,East Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,53625 km 2,http://blocgame.com/stats.php?id=7435,,4 Mbbl per month,,
Shiba,Dogtown33,http://blocgame.com/alliancestats.php?allianceid=1644,79k active personnel,13 ships,Almost Modern,Isolated,7 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,Inter/pol/,76 Hundred Tons per month,$11996 million,alliancestats.php?allianceid=1644,Pacific Rim,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=pac,54041 km 2,http://blocgame.com/stats.php?id=56250,,44 Mbbl per month,,
����������,������ �������,http://blocgame.com/alliancestats.php?allianceid=1595,158k active personnel,24 ships,Persian Gulf War surplus,Questionable,10 factories,Elite,last online 7 hours ago,rankings.php?subregion=gra,The High Council,15 Hundred Tons per month,$11949 million,alliancestats.php?allianceid=1595,Gran Colombia,,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,18776 km 2,http://blocgame.com/stats.php?id=54626,,,,
Vekta,Strongbad,http://blocgame.com/alliancestats.php?allianceid=1595,185k active personnel,28 ships,Almost Modern,Gandhi-like,8 factories,Elite,online now,rankings.php?subregion=pac,The High Council,47 Hundred Tons per month,$11926 million,alliancestats.php?allianceid=1595,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,47716 km 2,http://blocgame.com/stats.php?id=46288,,9 Mbbl per month,,
Pompeii,Lykos,http://blocgame.com/alliancestats.php?allianceid=1568,369k active personnel,24 ships,Advanced,Gandhi-like,8 factories,Elite,last online 2 hours ago,rankings.php?subregion=per,Brotherhood of Zion,0 Hundred Tons per month,$11916 million,alliancestats.php?allianceid=1568,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35606 km 2,http://blocgame.com/stats.php?id=39021,2503 Mbbl,74 Mbbl per month,2 Tons,
WUBstep,WUBstep,http://blocgame.com/alliancestats.php?allianceid=1580,414k active personnel,86 ships,Advanced,Gandhi-like,17 factories,Elite,online now,rankings.php?subregion=per,Brotherhood of Nod,114 Hundred Tons per month,$11741 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,157126 km 2,http://blocgame.com/stats.php?id=39023,1527 Mbbl,110 Mbbl per month,16 Tons,
Lepkonia,Raguixxx,http://blocgame.com/alliancestats.php?allianceid=1595,64k active personnel,25 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Elite,last online 5 hours ago,rankings.php?subregion=con,The High Council,45 Hundred Tons per month,$11741 million,alliancestats.php?allianceid=1595,Southern Cone,,Very Powerful,http://blocgame.com/rankings.php?subregion=con,43170 km 2,http://blocgame.com/stats.php?id=55854,,16 Mbbl per month,,
Funktahulia,Sweet Baby Doc,http://blocgame.com/alliancestats.php?allianceid=1401,329k active personnel,0 ships,Advanced,Good,15 factories,Good,last online 9 hours ago,rankings.php?subregion=car,The Federal Colonies,80 Hundred Tons per month,$11685 million,alliancestats.php?allianceid=1401,Caribbean,,Very Powerful,http://blocgame.com/rankings.php?subregion=car,71825 km 2,http://blocgame.com/stats.php?id=47179,27 Mbbl,,,
Based World,Lil B,http://blocgame.com/alliancestats.php?allianceid=1393,9k active personnel,33 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Standard,last online 117 hours ago,rankings.php?subregion=sub,BAMF,38 Hundred Tons per month,$11516 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,50355 km 2,http://blocgame.com/stats.php?id=58035,,48 Mbbl per month,,
Tyrantia,Malakal,http://blocgame.com/alliancestats.php?allianceid=1595,346k active personnel,73 ships,Persian Gulf War surplus,Angelic,19 factories,Standard,online now,rankings.php?subregion=ind,The High Council,71 Hundred Tons per month,$11489 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,91815 km 2,http://blocgame.com/stats.php?id=40238,2171 Mbbl,10 Mbbl per month,4 Tons,
