country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor,reputation
Slavostan,Joe Tito-Hoxha,http://blocgame.com/alliancestats.php?allianceid=1393,154k active personnel,25 ships,Persian Gulf War surplus,10 factories,Elite,last online 3 hours ago,rankings.php?subregion=sea,BAMF,$14532 million,alliancestats.php?allianceid=1393,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,26582 km 2,http://blocgame.com/stats.php?id=48188,,,,Gandhi-like
Bourbon Island,Gypsy Danger,http://blocgame.com/alliancestats.php?allianceid=1568,256k active personnel,9 ships,Persian Gulf War surplus,9 factories,Elite,last online 8 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,$14346 million,alliancestats.php?allianceid=1568,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,34351 km 2,http://blocgame.com/stats.php?id=41247,1272 Mbbl,,,Gandhi-like
Large Man,LargeMan,http://blocgame.com/alliancestats.php?allianceid=1599,113k active personnel,42 ships,Persian Gulf War surplus,10 factories,Elite,last online 10 hours ago,rankings.php?subregion=egy,Wreckage brothers,$14216 million,alliancestats.php?allianceid=1599,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,41707 km 2,http://blocgame.com/stats.php?id=52836,,1 Tons,,Gandhi-like
Bih,Fidel Baneo,http://blocgame.com/alliancestats.php?allianceid=1599,350k active personnel,49 ships,Persian Gulf War surplus,14 factories,Poor,last online 4 hours ago,rankings.php?subregion=mex,Wreckage brothers,$14169 million,alliancestats.php?allianceid=1599,Mesoamerica,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,102949 km 2,http://blocgame.com/stats.php?id=53791,,1 Tons,,Gandhi-like
durkastan,ned kelly,http://blocgame.com/alliancestats.php?allianceid=1580,281k active personnel,72 ships,Advanced,24 factories,Elite,last online 4 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$14089 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,128857 km 2,http://blocgame.com/stats.php?id=40488,,,,Gandhi-like
Laurence,Frezzerbloom,http://blocgame.com/alliancestats.php?allianceid=1599,222k active personnel,22 ships,Persian Gulf War surplus,9 factories,Elite,last online 4 hours ago,rankings.php?subregion=ara,Wreckage brothers,$13955 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,33283 km 2,http://blocgame.com/stats.php?id=49637,,,,Gandhi-like
Gandoria,zoneguy22,http://blocgame.com/alliancestats.php?allianceid=1568,160k active personnel,40 ships,Persian Gulf War surplus,7 factories,Good,last online 41 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$13894 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,19833 km 2,http://blocgame.com/stats.php?id=50771,,,,Gandhi-like
Ahkazra,Allen Ch�rra,http://blocgame.com/alliancestats.php?allianceid=1393,291k active personnel,56 ships,Advanced,7 factories,Elite,online now,rankings.php?subregion=ara,BAMF,$13880 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,45754 km 2,http://blocgame.com/stats.php?id=49332,2278 Mbbl,,,Gandhi-like
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1952,48k active personnel,36 ships,Persian Gulf War surplus,9 factories,Good,last online 2 hours ago,rankings.php?subregion=car,The Eastern Sea,$13635 million,alliancestats.php?allianceid=1952,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,40103 km 2,http://blocgame.com/stats.php?id=228,,,,Gandhi-like
LottaLoyaTee,"Smee, Son of Sheev",http://blocgame.com/alliancestats.php?allianceid=1599,335k active personnel,24 ships,Persian Gulf War surplus,11 factories,Good,online now,rankings.php?subregion=waf,Wreckage brothers,$13580 million,alliancestats.php?allianceid=1599,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,60385 km 2,http://blocgame.com/stats.php?id=54693,1222 Mbbl,,,Gandhi-like
reptil,maniacgxz,http://blocgame.com/alliancestats.php?allianceid=1393,270k active personnel,52 ships,Persian Gulf War surplus,13 factories,Good,last online 1 hours ago,rankings.php?subregion=ara,BAMF,$13367 million,alliancestats.php?allianceid=1393,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,47731 km 2,http://blocgame.com/stats.php?id=53598,566 Mbbl,,,Gandhi-like
Tyrantia,Malakal,http://blocgame.com/alliancestats.php?allianceid=1595,392k active personnel,61 ships,Persian Gulf War surplus,18 factories,Standard,last online 1 hours ago,rankings.php?subregion=ind,The High Council,$13207 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,76612 km 2,http://blocgame.com/stats.php?id=40238,1601 Mbbl,5 Tons,,Isolated
Treehuggers,Treehugger,http://blocgame.com/alliancestats.php?allianceid=1568,318k active personnel,47 ships,Persian Gulf War surplus,15 factories,Good,online now,rankings.php?subregion=egy,Brotherhood of Zion,$13187 million,alliancestats.php?allianceid=1568,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,53793 km 2,http://blocgame.com/stats.php?id=42299,,,,Gandhi-like
venua,bilbo swaggins,http://blocgame.com/alliancestats.php?allianceid=1393,92k active personnel,7 ships,Almost Modern,5 factories,Elite,last online 4 hours ago,rankings.php?subregion=gra,BAMF,$13175 million,alliancestats.php?allianceid=1393,Gran Colombia,,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,16377 km 2,http://blocgame.com/stats.php?id=54363,147 Mbbl,,,Gandhi-like
Brunton,Brownieboy,http://blocgame.com/alliancestats.php?allianceid=1393,94k active personnel,13 ships,Almost Modern,7 factories,Elite,last online 24 hours ago,rankings.php?subregion=waf,BAMF,$13090 million,alliancestats.php?allianceid=1393,West Africa,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,29324 km 2,http://blocgame.com/stats.php?id=57192,,,,Gandhi-like
kurdastan,stax,http://blocgame.com/alliancestats.php?allianceid=1568,539k active personnel,1 ships,Advanced,13 factories,Good,last online 30 hours ago,rankings.php?subregion=per,Brotherhood of Zion,$13009 million,alliancestats.php?allianceid=1568,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,157911 km 2,http://blocgame.com/stats.php?id=44907,1273 Mbbl,,,Gandhi-like
Wielkopl,taikuh,http://blocgame.com/alliancestats.php?allianceid=1568,238k active personnel,24 ships,Persian Gulf War surplus,14 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,Brotherhood of Zion,$12999 million,alliancestats.php?allianceid=1568,Pacific Rim,,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,95645 km 2,http://blocgame.com/stats.php?id=42376,,7 Tons,,Gandhi-like
Nova Ikaki,Bisimbi,http://blocgame.com/alliancestats.php?allianceid=1599,317k active personnel,53 ships,Persian Gulf War surplus,13 factories,Good,last online 7 hours ago,rankings.php?subregion=ara,Wreckage brothers,$12938 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,77063 km 2,http://blocgame.com/stats.php?id=55911,,,,Gandhi-like
Lepkonia,Raguixxx,http://blocgame.com/alliancestats.php?allianceid=1644,219k active personnel,29 ships,Almost Modern,9 factories,Good,last online 1 hours ago,rankings.php?subregion=con,Inter/pol/,$12850 million,alliancestats.php?allianceid=1644,Southern Cone,Untapped,Large,http://blocgame.com/rankings.php?subregion=con,44702 km 2,http://blocgame.com/stats.php?id=55854,,,,Gandhi-like
Reality,fujisyugi,http://blocgame.com/alliancestats.php?allianceid=1393,126k active personnel,18 ships,Persian Gulf War surplus,10 factories,Elite,last online 2 hours ago,rankings.php?subregion=saf,BAMF,$12843 million,alliancestats.php?allianceid=1393,Southern Africa,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=saf,78805 km 2,http://blocgame.com/stats.php?id=53029,,1 Tons,5%,Good
Puella-Magia,Emily,http://blocgame.com/alliancestats.php?allianceid=1580,7k active personnel,43 ships,Persian Gulf War surplus,12 factories,Elite,last online 130 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$12831 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,59388 km 2,http://blocgame.com/stats.php?id=35958,287 Mbbl,,,Gandhi-like
Pompeii,Lykos,http://blocgame.com/alliancestats.php?allianceid=1568,289k active personnel,24 ships,Advanced,8 factories,Good,online now,rankings.php?subregion=per,Brotherhood of Zion,$12813 million,alliancestats.php?allianceid=1568,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35606 km 2,http://blocgame.com/stats.php?id=39021,2270 Mbbl,1 Tons,,Gandhi-like
New Caucasus,Cotton Luther,http://blocgame.com/alliancestats.php?allianceid=1568,238k active personnel,29 ships,Advanced,9 factories,Elite,last online 2 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$12790 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,66543 km 2,http://blocgame.com/stats.php?id=4392,,,,Gandhi-like
����������,Mambuta,http://blocgame.com/alliancestats.php?allianceid=1393,179k active personnel,20 ships,Persian Gulf War surplus,8 factories,Standard,last online 32 hours ago,rankings.php?subregion=saf,BAMF,$12622 million,alliancestats.php?allianceid=1393,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,22688 km 2,http://blocgame.com/stats.php?id=55460,415 Mbbl,,,Gandhi-like
The Hegemony,Peter Wiggin,http://blocgame.com/alliancestats.php?allianceid=1644,238k active personnel,46 ships,Persian Gulf War surplus,9 factories,Good,last online 74 hours ago,rankings.php?subregion=gra,Inter/pol/,$12584 million,alliancestats.php?allianceid=1644,Gran Colombia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=gra,38640 km 2,http://blocgame.com/stats.php?id=40840,,,,Gandhi-like
Duterte,Rodrigo Duterte,http://blocgame.com/alliancestats.php?allianceid=1393,244k active personnel,29 ships,Almost Modern,10 factories,Elite,last online 12 hours ago,rankings.php?subregion=sea,BAMF,$12520 million,alliancestats.php?allianceid=1393,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,53902 km 2,http://blocgame.com/stats.php?id=57937,,,,Gandhi-like
Ceti Alpha V,J. Dax,http://blocgame.com/alliancestats.php?allianceid=1595,221k active personnel,60 ships,Persian Gulf War surplus,12 factories,Elite,last online 62 hours ago,rankings.php?subregion=car,The High Council,$12440 million,alliancestats.php?allianceid=1595,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,51257 km 2,http://blocgame.com/stats.php?id=51185,,,,Gandhi-like
����������,������ �������,http://blocgame.com/alliancestats.php?allianceid=1644,176k active personnel,15 ships,Persian Gulf War surplus,7 factories,Elite,online now,rankings.php?subregion=gra,Inter/pol/,$12435 million,alliancestats.php?allianceid=1644,Gran Colombia,,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,19349 km 2,http://blocgame.com/stats.php?id=54626,,,,Gandhi-like
Best Istan,Glorious Leader,http://blocgame.com/alliancestats.php?allianceid=1568,8k active personnel,1 ships,Almost Modern,3 factories,Elite,last online 111 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$12296 million,alliancestats.php?allianceid=1568,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,8999 km 2,http://blocgame.com/stats.php?id=40577,,,,Normal
Deklain,Otis,http://blocgame.com/alliancestats.php?allianceid=1595,219k active personnel,16 ships,Persian Gulf War surplus,11 factories,Elite,last online 46 hours ago,rankings.php?subregion=pac,The High Council,$12270 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,40215 km 2,http://blocgame.com/stats.php?id=57066,,,20%,Gandhi-like
Jevgeniumland,Jevgenerus,http://blocgame.com/alliancestats.php?allianceid=1568,320k active personnel,39 ships,Persian Gulf War surplus,12 factories,Standard,last online 8 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$12242 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,69780 km 2,http://blocgame.com/stats.php?id=55289,,1 Tons,5%,Gandhi-like
Parameswara,brownmy,http://blocgame.com/alliancestats.php?allianceid=1580,238k active personnel,44 ships,Persian Gulf War surplus,12 factories,Good,last online 3 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$11950 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,44935 km 2,http://blocgame.com/stats.php?id=56360,,,,Gandhi-like
Based World,Lil B,http://blocgame.com/alliancestats.php?allianceid=1393,210k active personnel,25 ships,Almost Modern,10 factories,Standard,last online 24 hours ago,rankings.php?subregion=sub,BAMF,$11927 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,64827 km 2,http://blocgame.com/stats.php?id=58035,,,,Gandhi-like
jOOskoland,jOOsko,http://blocgame.com/alliancestats.php?allianceid=1595,138k active personnel,54 ships,Persian Gulf War surplus,23 factories,Poor,online now,rankings.php?subregion=atl,The High Council,$11911 million,alliancestats.php?allianceid=1595,Atlas,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,123628 km 2,http://blocgame.com/stats.php?id=55410,,,,Gandhi-like
PolandThePower,PolandThePower44,http://blocgame.com/alliancestats.php?allianceid=1393,146k active personnel,30 ships,Almost Modern,9 factories,Good,last online 2 hours ago,rankings.php?subregion=mes,BAMF,$11701 million,alliancestats.php?allianceid=1393,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,30496 km 2,http://blocgame.com/stats.php?id=58217,1179 Mbbl,,,Gandhi-like
Lemonstan,Lemon,http://blocgame.com/alliancestats.php?allianceid=1580,419k active personnel,55 ships,Advanced,16 factories,Good,last online 41 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$11697 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,62436 km 2,http://blocgame.com/stats.php?id=40048,,2 Tons,,Gandhi-like
Hatmistan,Pertti II,http://blocgame.com/alliancestats.php?allianceid=1393,179k active personnel,16 ships,Almost Modern,6 factories,Standard,last online 2 hours ago,rankings.php?subregion=atl,BAMF,$11657 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,14473 km 2,http://blocgame.com/stats.php?id=46162,1023 Mbbl,,,Gandhi-like
NMZ,Hally,http://blocgame.com/alliancestats.php?allianceid=1568,158k active personnel,0 ships,Advanced,10 factories,Good,last online 54 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$11641 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,75428 km 2,http://blocgame.com/stats.php?id=51877,,,,Gandhi-like
Argon,Argus,http://blocgame.com/alliancestats.php?allianceid=1644,171k active personnel,30 ships,Almost Modern,9 factories,Standard,online now,rankings.php?subregion=atl,Inter/pol/,$11559 million,alliancestats.php?allianceid=1644,Atlas,Untapped,Large,http://blocgame.com/rankings.php?subregion=atl,35630 km 2,http://blocgame.com/stats.php?id=57323,8062 Mbbl,,,Gandhi-like
The UCOA,Stephanobroburg123,http://blocgame.com/alliancestats.php?allianceid=1568,97k active personnel,8 ships,Almost Modern,2 factories,Undisciplined Rabble,last online 24 hours ago,rankings.php?subregion=pac,Brotherhood of Zion,$11538 million,alliancestats.php?allianceid=1568,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,10682 km 2,http://blocgame.com/stats.php?id=54240,,,,Gandhi-like
Ragnorak,Yggdrasil,http://blocgame.com/alliancestats.php?allianceid=1644,176k active personnel,36 ships,Almost Modern,8 factories,Good,last online 2 hours ago,rankings.php?subregion=egy,Inter/pol/,$11537 million,alliancestats.php?allianceid=1644,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,70992 km 2,http://blocgame.com/stats.php?id=52905,3720 Mbbl,1 Tons,,Gandhi-like
Graceland,Elvis,http://blocgame.com/alliancestats.php?allianceid=1393,219k active personnel,12 ships,Almost Modern,8 factories,Elite,last online 3 hours ago,rankings.php?subregion=eaf,BAMF,$11502 million,alliancestats.php?allianceid=1393,East Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,54713 km 2,http://blocgame.com/stats.php?id=7435,,,,Gandhi-like
